,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,Explanation,Min_Price($),Max_Price($)
6070,Le Pélican,"13 place Georges-Gaudet, Geneston, 44140, France",Geneston,32.0,55.0,EUR,Modern Cuisine,-1.5131743,47.0561382,33240047788,https://guide.michelin.com/en/pays-de-la-loire/geneston/restaurant/le-pelican,https://www.restaurantlepelican.fr/,Bib Gourmand,Good food at moderate prices,37.856,65.065
6071,La Table d'Antoine,"8 rue Burnol, Vichy, 03200, France",Vichy,35.0,79.0,EUR,Modern Cuisine,3.4219482,46.1248938,33470989971,https://guide.michelin.com/en/auvergne-rhone-alpes/vichy/restaurant/la-table-d-antoine,https://www.latabledantoine.com/,Bib Gourmand,Good food at moderate prices,41.405,93.45700000000001
6072,Le Bon Accueil,"1 rue de Laval, Richardménil, 54630, France",Richardménil,35.0,48.0,EUR,Modern Cuisine,6.1660349,48.5915762,33383256210,https://guide.michelin.com/en/grand-est/richardmnil/restaurant/le-bon-accueil,https://www.aubonaccueil-restaurant.com/,Bib Gourmand,Good food at moderate prices,41.405,56.784000000000006
6073,L'Atelier,"2 rue Voltaire, Périgueux, 24000, France",Périgueux,38.0,77.0,EUR,Modern Cuisine,0.7208709,45.1856667,33553045671,https://guide.michelin.com/en/nouvelle-aquitaine/prigueux/restaurant/l-atelier1185075,https://www.restaurant-perigueux-atelier.com/,Bib Gourmand,Good food at moderate prices,44.954,91.09100000000001
6074,Café A,"280 allée du Jeune-Bayard, Uriage-les-Bains, 38410, France",Uriage-les-Bains,35.0,49.0,EUR,"Modern Cuisine, Creative",5.8315318,45.1417508,33458174830,https://guide.michelin.com/en/auvergne-rhone-alpes/uriage-les-bains/restaurant/cafe-a,https://www.maisonaribert.com/,Bib Gourmand,Good food at moderate prices,41.405,57.967000000000006
6075,Aux Trois Pastoureaux,"31 rue André-Gillet, Châteaudun, 28200, France",Châteaudun,34.0,65.0,EUR,Traditional Cuisine,1.3299006,48.0680368,33237457440,https://guide.michelin.com/en/centre-val-de-loire/chteaudun/restaurant/aux-trois-pastoureaux,https://www.aux-trois-pastoureaux.fr/,Bib Gourmand,Good food at moderate prices,40.222,76.89500000000001
6076,Akashon,"L'Héliopic, 50 place de l'Aiguille-du-Midi, Chamonix-Mont-Blanc, 74400, France",Chamonix-Mont-Blanc,34.0,65.0,EUR,Modern Cuisine,6.8700563,45.9177584,33450545556,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/akashon,https://www.restaurant-akashon.com/,Bib Gourmand,Good food at moderate prices,40.222,76.89500000000001
6077,L'Assiette au Jardin,"9 rue du Robinet, Noirmoutier-en-l'Île, 85330, France",Noirmoutier-en-l'Île,35.0,50.0,EUR,Modern Cuisine,-2.2426451,47.0007779,33251549395,https://guide.michelin.com/en/pays-de-la-loire/noirmoutier-en-l-le/restaurant/l-assiette-au-jardin,https://www.lassietteaujardin.fr/,Bib Gourmand,Good food at moderate prices,41.405,59.150000000000006
6078,Le Médiéval,"24 Grand'Rue, Puy-l'Évêque, 46700, France",Puy-l'Évêque,17.0,36.0,EUR,Modern Cuisine,1.1379741,44.5038632,33986318088,https://guide.michelin.com/en/occitanie/puy-l-vque/restaurant/le-medieval,https://www.lemedieval-puyleveque.fr/,Bib Gourmand,Good food at moderate prices,20.111,42.588
6079,La Table des Armaillis,"97 rue des Prés, Les Saisies, 73620, France",Les Saisies,34.0,69.0,EUR,"Modern Cuisine, Country cooking",6.5439589,45.7577231,33479892615,https://guide.michelin.com/en/auvergne-rhone-alpes/les-saisies/restaurant/la-table-des-armaillis,https://www.latabledesarmaillis.fr/,Bib Gourmand,Good food at moderate prices,40.222,81.62700000000001
6080,Le Bistrot Pontarlier,"Place du 8-Mai-1945, Port-Lesney, 39330, France",Port-Lesney,35.0,50.0,EUR,"Traditional Cuisine, Cuisine from Franche-Comté",5.8234481,47.0035036,33384378327,https://guide.michelin.com/en/bourgogne-franche-comte/port-lesney/restaurant/le-bistrot-pontarlier,http://www.bistrotdeportlesney.com/,Bib Gourmand,Good food at moderate prices,41.405,59.150000000000006
6081,La Ruche,"13 quai du Docteur-Jules-Bouvat, Saint-Péray, 07130, France",Saint-Péray,28.0,39.0,EUR,Modern Cuisine,4.8413832,44.9436083,33982404438,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-pray/restaurant/la-ruche,https://www.laruche-saintperay.com/,Bib Gourmand,Good food at moderate prices,33.124,46.137
6082,A Mandria di Pigna,"Village, Pigna, 20220, France",Pigna,35.0,65.0,EUR,Corsican,8.90319,42.59878,33495327124,https://guide.michelin.com/en/corse/fr-pigna/restaurant/a-mandria-di-pigna,http://www.amandria.com/,Bib Gourmand,Good food at moderate prices,41.405,76.89500000000001
6083,Côté Saisons,"10 avenue de la Côte-Vermeille, Laroque-des-Albères, 66740, France",Laroque-des-Albères,35.0,45.0,EUR,Modern Cuisine,2.9358838,42.5224669,33434123651,https://guide.michelin.com/en/occitanie/laroque-des-albres/restaurant/cote-saisons,http://www.cotesaisons.com/,Bib Gourmand,Good food at moderate prices,41.405,53.235
6084,Au Bon Accueil,"23 place Saint-Michel, Juvigny-sous-Andaine, 61140, France",Juvigny-sous-Andaine,23.0,63.0,EUR,Creative,-0.508416,48.551617,33233381004,https://guide.michelin.com/en/normandie/juvigny-sous-andaine/restaurant/au-bon-accueil3941,https://www.aubonaccueil-normand.com/,Bib Gourmand,Good food at moderate prices,27.209,74.529
6085,L'Évidence,"53 rue Jeannin, Dijon, 21000, France",Dijon,27.0,49.0,EUR,Modern Cuisine,5.04689,47.3217416,33380676937,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/l-evidence-1192598,https://www.restaurant-levidence-dijon.com/,Bib Gourmand,Good food at moderate prices,31.941000000000003,57.967000000000006
6086,Cheval Blanc,"1 rue de Bisel, Feldbach, 68640, France",Feldbach,32.0,57.0,EUR,"Traditional Cuisine, Market Cuisine",7.2648374,47.5358312,33389258186,https://guide.michelin.com/en/grand-est/feldbach/restaurant/cheval-blanc,https://www.cheval-blanc-feldbach.fr/,Bib Gourmand,Good food at moderate prices,37.856,67.431
6087,L'Espérance,"21 rue du Docteur-Louis-Marçon, Bandol, 83150, France",Bandol,39.0,75.0,EUR,Modern Cuisine,5.7572062,43.136773,33494058529,https://guide.michelin.com/en/provence-alpes-cote-dazur/bandol/restaurant/l-esperance,https://www.lesperance-bandol.com/,Bib Gourmand,Good food at moderate prices,46.137,88.72500000000001
6088,O'Plaisir des Sens,"Sous la Grande-Vigne, La Roque-Gageac, 24250, France",La Roque-Gageac,35.0,85.0,EUR,Modern Cuisine,1.21018,44.81262,33553295853,https://guide.michelin.com/en/nouvelle-aquitaine/la-roque-gageac/restaurant/o-plaisir-des-sens,https://www.restaurant-o-plaisirdessens.com,Bib Gourmand,Good food at moderate prices,41.405,100.555
6089,Le Beaujolais,"40 rue du Maréchal-Foch, Belleville, 69220, France",Belleville,21.0,60.0,EUR,Traditional Cuisine,4.7301644,46.1126155,33474660531,https://guide.michelin.com/en/auvergne-rhone-alpes/belleville-auvergne-rhone-alpes/restaurant/le-beaujolais,https://www.restaurant-le-beaujolais.com/,Bib Gourmand,Good food at moderate prices,24.843,70.98
6090,Auberge du Prieuré Normand,"1 place de la République, Gasny, 27620, France",Gasny,35.0,65.0,EUR,Traditional Cuisine,1.6067163,49.0894582,33232521001,https://guide.michelin.com/en/normandie/gasny/restaurant/auberge-du-prieure-normand,https://www.aubergeduprieurenormand.com/,Bib Gourmand,Good food at moderate prices,41.405,76.89500000000001
6091,Le Jean Moulin,"45 rue de Sèze, Lyon, 69006, France",Lyon,29.0,41.0,EUR,Modern Cuisine,4.8477261,45.7683408,33478373797,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-jean-moulin,https://www.lejeanmoulin-lyon.com/,Bib Gourmand,Good food at moderate prices,34.307,48.503
6092,Auberge des Deux Magots,"1 place du Bouffay, La Roche-Bernard, 56130, France",La Roche-Bernard,25.0,55.0,EUR,Modern Cuisine,-2.3025745,47.518524,33299906075,https://guide.michelin.com/en/bretagne/la-roche-bernard/restaurant/auberge-des-deux-magots,https://www.aubergedesdeuxmagots.fr/,Bib Gourmand,Good food at moderate prices,29.575000000000003,65.065
6093,L'Artichaut,"15 bis rue Saint-Firmin, Montpellier, 34000, France",Montpellier,28.0,44.0,EUR,Modern Cuisine,3.8755226,43.61037,33467679186,https://guide.michelin.com/en/occitanie/montpellier/restaurant/l-artichaut,https://www.artichaut-restaurant.com/,Bib Gourmand,Good food at moderate prices,33.124,52.052
6094,L'Alicanta,"Route de Meyrueis, Le Rozier, 48150, France",Le Rozier,32.0,42.0,EUR,Modern Cuisine,3.2093038,44.1904313,33565626025,https://guide.michelin.com/en/occitanie/le-rozier/restaurant/l-alicanta,http://www.hotel-doussiere.com/,Bib Gourmand,Good food at moderate prices,37.856,49.686
6095,Côté Saveurs,"Place Louis-Fontanges, Villefranche-de-Rouergue, 12200, France",Villefranche-de-Rouergue,24.0,66.0,EUR,Modern Cuisine,2.0306766,44.3545763,33565658364,https://guide.michelin.com/en/occitanie/villefranche-de-rouergue/restaurant/cote-saveurs262844,https://www.cote-saveurs.fr/,Bib Gourmand,Good food at moderate prices,28.392000000000003,78.078
6096,Hostellerie d'Héloïse,"7 route de Mâcon, Cluny, 71250, France",Cluny,35.0,55.0,EUR,Traditional Cuisine,4.6652795,46.4254309,33385590565,https://guide.michelin.com/en/bourgogne-franche-comte/cluny/restaurant/hostellerie-d-heloise,http://www.hostelleriedheloise.com,Bib Gourmand,Good food at moderate prices,41.405,65.065
6097,Le Vert d'O,"94 rue de Guernevé, Saint-Gildas-de-Rhuys, 56730, France",Saint-Gildas-de-Rhuys,35.0,60.0,EUR,Modern Cuisine,-2.8447719,47.5123565,33297452525,https://guide.michelin.com/en/bretagne/saint-gildas-de-rhuys/restaurant/le-vert-d-o,http://www.levertdo.fr/,Bib Gourmand,Good food at moderate prices,41.405,70.98
6098,L'Épicurien,"42 place Jean-Jaurès, Albi, 81000, France",Albi,23.0,59.0,EUR,Modern Cuisine,2.148724,43.9245387,33563531070,https://guide.michelin.com/en/occitanie/albi/restaurant/l-epicurien66531,https://www.restaurantlepicurien.com:,Bib Gourmand,Good food at moderate prices,27.209,69.797
6099,Auberge Pyrénées Cévennes,"106 rue de la Folie-Méricourt, Paris, 75011, France",Paris,38.0,75.0,EUR,Traditional Cuisine,2.3685454,48.8680983,33143573378,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auberge-pyrenees-cevennes,https://www.auberge-pyrenees-cevennes.fr/,Bib Gourmand,Good food at moderate prices,44.954,88.72500000000001
6100,Le Malu,"Route de Tours, Vendôme, 41100, France",Vendôme,22.0,45.0,EUR,Modern Cuisine,1.063564,47.7821898,33254804012,https://guide.michelin.com/en/centre-val-de-loire/vendme/restaurant/le-malu,http://www.lemalu2.wixsite.com/restaurantlemalu,Bib Gourmand,Good food at moderate prices,26.026,53.235
6101,La Fleur de Sel,"17 rue Haute, Honfleur, 14600, France",Honfleur,35.0,78.0,EUR,Modern Cuisine,0.2323132,49.4221162,33231890192,https://guide.michelin.com/en/normandie/honfleur/restaurant/la-fleur-de-sel3731,https://www.lafleurdesel-honfleur.com/,Bib Gourmand,Good food at moderate prices,41.405,92.274
6102,Racines,"46 boulevard de l'Impératrice, Étaples, 62630, France",Étaples,25.0,42.0,EUR,Modern Cuisine,1.6354079,50.5146141,33321940726,https://guide.michelin.com/en/hauts-de-france/etaples/restaurant/racines-1192568,https://www.restaurant-racines.fr/,Bib Gourmand,Good food at moderate prices,29.575000000000003,49.686
6103,La Merenda,"4 rue Raoul-Bosio, Nice, 06000, France",Nice,44.0,44.0,EUR,Provençal,7.2730239,43.696531,0,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/la-merenda,https://www.lamerenda.net/,Bib Gourmand,Good food at moderate prices,52.052,52.052
6104,Le Rabelais,"8 rue Auguste-Fabre, Saint-Chamas, 13250, France",Saint-Chamas,32.0,50.0,EUR,Market Cuisine,5.03234,43.5501,33490508440,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-chamas/restaurant/le-rabelais,https://www.restaurant-le-rabelais.com/,Bib Gourmand,Good food at moderate prices,37.856,59.150000000000006
6106,L'Auberge,"2590 route de Bailleul, Caëstre, 59190, France",Caëstre,20.0,49.0,EUR,Modern Cuisine,2.6403767,50.7538583,33328402525,https://guide.michelin.com/en/hauts-de-france/castre/restaurant/l-auberge,https://www.laubergecaestre.com/,Bib Gourmand,Good food at moderate prices,23.66,57.967000000000006
6107,Nino,"28 rue Peyrolières, Toulouse, 31000, France",Toulouse,32.0,42.0,EUR,Modern Cuisine,1.4406884,43.6008872,33561385079,https://guide.michelin.com/en/occitanie/toulouse/restaurant/nino,https://www.nino-restaurant.com/,Bib Gourmand,Good food at moderate prices,37.856,49.686
6108,Les Petits Parisiens,"49 avenue Jean Moulin, Paris, 75014, France",Paris,29.0,83.0,EUR,Traditional Cuisine,2.3204462,48.8250001,33145437297,https://guide.michelin.com/en/ile-de-france/paris/restaurant/les-petits-parisiens,https://www.petits-parisiens.paris/,Bib Gourmand,Good food at moderate prices,34.307,98.18900000000001
6109,Ahizpak Le Restaurant des Sœurs,"Avenue de Biarritz, Bidart, 64210, France",Bidart,32.0,32.0,EUR,Modern Cuisine,-1.5776412,43.4496729,33559225881,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/ahizpak-le-restaurant-des-s%C5%93urs,https://www.bistrot-ahizpak.com/,Bib Gourmand,Good food at moderate prices,37.856,37.856
6110,La Ferme du Vert,"Rue du Vert, Wierre-Effroy, 62720, France",Wierre-Effroy,50.0,50.0,EUR,Modern Cuisine,1.751499,50.77801,33321876700,https://guide.michelin.com/en/hauts-de-france/wierre-effroy/restaurant/la-ferme-du-vert,https://www.fermeduvert.com/,Bib Gourmand,Good food at moderate prices,59.150000000000006,59.150000000000006
6111,Le Tiroir,"20 Grande Rue de Vaise, Lyon, 69009, France",Lyon,25.0,49.0,EUR,Modern Cuisine,4.8070854,45.7744378,33478647596,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-tiroir,https://restaurant-letiroir.fr/,Bib Gourmand,Good food at moderate prices,29.575000000000003,57.967000000000006
6112,La Safranière,"52 rue du Lavoir, hameau de Chabrits, Mende, 48000, France",Mende,32.0,43.0,EUR,Modern Cuisine,3.4486142,44.5295602,33466493154,https://guide.michelin.com/en/occitanie/mende/restaurant/la-safraniere,https://www.restaurant-la-safraniere.fr/,Bib Gourmand,Good food at moderate prices,37.856,50.869
6113,Le Cerisier,"1 rue Saint-Joseph, Tournon-sur-Rhône, 07300, France",Tournon-sur-Rhône,34.0,70.0,EUR,Modern Cuisine,4.8333564,45.0658115,33475089102,https://guide.michelin.com/en/auvergne-rhone-alpes/tournon-sur-rhne/restaurant/le-cerisier,https://www.lecerisier-restaurant.fr/,Bib Gourmand,Good food at moderate prices,40.222,82.81
6114,L'Angle Saint-Laurent,"2 rue des Bouchers, Bayeux, 14400, France",Bayeux,25.0,59.0,EUR,Modern Cuisine,-0.7008366,49.2776278,33231920301,https://guide.michelin.com/en/normandie/bayeux/restaurant/l-angle-saint-laurent,https://www.langlesaintlaurent.com/,Bib Gourmand,Good food at moderate prices,29.575000000000003,69.797
6115,Substrat,"7 rue Pailleron, Lyon, 69004, France",Lyon,27.0,48.0,EUR,Modern Cuisine,4.8330838,45.7795719,33478291493,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/substrat,https://www.substrat-restaurant.com/,Bib Gourmand,Good food at moderate prices,31.941000000000003,56.784000000000006
6116,Auberge La Grange aux Loups,"8 rue du 11-Novembre, Apremont, 60300, France",Apremont,34.0,56.0,EUR,Modern Cuisine,2.5118115,49.2240787,33344253379,https://guide.michelin.com/en/hauts-de-france/apremont/restaurant/auberge-la-grange-aux-loups,https://www.lagrangeauxloups.com/,Bib Gourmand,Good food at moderate prices,40.222,66.248
6117,La Table du Fleuve,"2 place du Port, Bourg-Charente, 16200, France",Bourg-Charente,34.0,34.0,EUR,Market Cuisine,-0.2244992,45.6735609,33545813054,https://guide.michelin.com/en/nouvelle-aquitaine/bourg-charente/restaurant/la-table-du-fleuve,https://www.laribaudiere.com/,Bib Gourmand,Good food at moderate prices,40.222,40.222
6119,Les Tables d'Augustin,"44 rue Guy-Môquet, Paris, 75017, France",Paris,22.0,49.0,EUR,Traditional Cuisine,2.3242097,48.89219,33983431111,https://guide.michelin.com/en/ile-de-france/paris/restaurant/les-tables-d-augustin,http://www.lestablesdaugustin.fr/,Bib Gourmand,Good food at moderate prices,26.026,57.967000000000006
6120,La Poutre,"25 Grande-Rue, Bonlieu, 39130, France",Bonlieu,35.0,111.0,EUR,Modern Cuisine,5.8550159,46.6003467,33384255777,https://guide.michelin.com/en/bourgogne-franche-comte/bonlieu/restaurant/la-poutre,https://www.aubergedelapoutre.com/,Bib Gourmand,Good food at moderate prices,41.405,131.31300000000002
6122,L'Auberge du Laminak,"Route de Nouzonville, Montcy-Notre-Dame, 08090, France",Montcy-Notre-Dame,20.0,50.0,EUR,Modern Cuisine,4.7498852,49.7950025,33324333755,https://guide.michelin.com/en/grand-est/montcy-notre-dame/restaurant/l-auberge-du-laminak,http://www.auberge-ardennes.com/,Bib Gourmand,Good food at moderate prices,23.66,59.150000000000006
6123,Un Grain de Saveur,"8 rue de l'Abbé-Girard, Clermont-Ferrand, 63000, France",Clermont-Ferrand,34.0,95.0,EUR,Modern Cuisine,3.08711,45.77707,33473903059,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/un-grain-de-saveur,https://www.ungraindesaveur.fr/,Bib Gourmand,Good food at moderate prices,40.222,112.385
6124,Auberge de Combes,"Le bourg, Combes, 34240, France",Combes,26.0,65.0,EUR,Modern Cuisine,3.0462342,43.6027001,33467956655,https://guide.michelin.com/en/occitanie/combes/restaurant/auberge-de-combes,http://www.aubergedecombes.fr,Bib Gourmand,Good food at moderate prices,30.758000000000003,76.89500000000001
6125,Bistrot DuPont,"5 place Charles-de-Gaulle, Pont-Sainte-Marie, 10150, France",Pont-Sainte-Marie,19.0,67.0,EUR,Traditional Cuisine,4.0985415,48.314106,33325809099,https://guide.michelin.com/en/grand-est/pont-sainte-marie/restaurant/bistrot-dupont,https://www.bistrotdupont.com/,Bib Gourmand,Good food at moderate prices,22.477,79.26100000000001
6127,Le Chardonnay,"1 place Philippe-Marcombes, Clermont-Ferrand, 63000, France",Clermont-Ferrand,19.0,52.0,EUR,Modern Cuisine,3.08635,45.77935,33473267995,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/le-chardonnay,https://www.lechardonnay.fr/,Bib Gourmand,Good food at moderate prices,22.477,61.516000000000005
6128,52 Faubourg St-Denis,"52 rue du Faubourg-Saint-Denis, Paris, 75010, France",Paris,57.0,57.0,EUR,Modern Cuisine,2.3540461,48.8721222,33148009588,https://guide.michelin.com/en/ile-de-france/paris/restaurant/52-faubourg-st-denis,https://www.faubourgstdenis.com/,Bib Gourmand,Good food at moderate prices,67.431,67.431
6129,Au Petit Relais,"Grande-Rue, Coligny, 01270, France",Coligny,24.0,115.0,EUR,Traditional Cuisine,5.3456859,46.3846303,33474301007,https://guide.michelin.com/en/auvergne-rhone-alpes/coligny/restaurant/au-petit-relais,https://www.aupetitrelais.fr/,Bib Gourmand,Good food at moderate prices,28.392000000000003,136.04500000000002
6130,O2C,"20 place de Strasbourg, Bagnères-de-Bigorre, 65200, France",Bagnères-de-Bigorre,24.0,47.0,EUR,"Market Cuisine, Modern Cuisine",0.14939,43.06378,33952719258,https://guide.michelin.com/en/occitanie/bagnres-de-bigorre/restaurant/o2c,http://o2c-restaurant.fr/,Bib Gourmand,Good food at moderate prices,28.392000000000003,55.601
6131,Le Réciproque,"14 rue Ferdinand-Flocon, Paris, 75018, France",Paris,25.0,48.0,EUR,Traditional Cuisine,2.3460972,48.891796,33986378077,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-reciproque,https://www.lereciproque.com/,Bib Gourmand,Good food at moderate prices,29.575000000000003,56.784000000000006
6132,Le Quai,"17 rue Joseph-Peala, Tain-l'Hermitage, 26600, France",Tain-l'Hermitage,24.0,60.0,EUR,Traditional Cuisine,4.8358064,45.0695415,33475070590,https://guide.michelin.com/en/auvergne-rhone-alpes/tain-l-hermitage/restaurant/le-quai,https://www.maisonchabran.com/,Bib Gourmand,Good food at moderate prices,28.392000000000003,70.98
6133,Les Arpents,"5 rue d'Orange, Amboise, 37400, France",Amboise,26.0,52.0,EUR,Modern Cuisine,0.9839722,47.4120979,33236209244,https://guide.michelin.com/en/centre-val-de-loire/amboise/restaurant/les-arpents,https://www.restaurant-lesarpents.fr/,Bib Gourmand,Good food at moderate prices,30.758000000000003,61.516000000000005
6134,La Vierge,"58 rue de la Réunion, Paris, 75020, France",Paris,22.0,40.0,EUR,"Modern Cuisine, Market Cuisine",2.401544,48.8552315,33143675115,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-vierge,https://www.alavierge.com/,Bib Gourmand,Good food at moderate prices,26.026,47.32
6135,L'Affranchi,"33 rue des Cornières, Agen, 47000, France",Agen,35.0,47.0,EUR,Modern Cuisine,0.6177651,44.2056155,33750723530,https://guide.michelin.com/en/nouvelle-aquitaine/agen/restaurant/l-affranchi,https://www.restaurant-laffranchi.fr/,Bib Gourmand,Good food at moderate prices,41.405,55.601
6136,Auberge du Pont,"1 route de Marcenat, Billy, 03260, France",Billy,22.0,70.0,EUR,Modern Cuisine,3.4258809,46.2356555,33470435009,https://guide.michelin.com/en/auvergne-rhone-alpes/billy/restaurant/auberge-du-pont,https://www.auberge-du-pont-billy.fr/,Bib Gourmand,Good food at moderate prices,26.026,82.81
6138,Le Poisson d'Avril,"19 rue de Men-Meur, Guilvinec, 29730, France",Guilvinec,22.0,60.0,EUR,Modern Cuisine,-4.286409,47.7934395,33298582383,https://guide.michelin.com/en/bretagne/guilvinec/restaurant/le-poisson-d-avril,https://www.lepoissondavril.fr/,Bib Gourmand,Good food at moderate prices,26.026,70.98
6139,Kisin,"9 rue de Ponthieu, Paris, 75008, France",Paris,30.0,45.0,EUR,Japanese,2.31057,48.87035,33171267728,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kisin,http://www.udon-kisin.fr/,Bib Gourmand,Good food at moderate prices,35.49,53.235
6141,Le Garriane,"15 rue Valette, Perpignan, 66000, France",Perpignan,20.0,55.0,EUR,Modern Cuisine,2.8804252,42.6974636,33468670744,https://guide.michelin.com/en/occitanie/perpignan/restaurant/le-garriane,https://le-garriane-restaurant.eatbu.com/,Bib Gourmand,Good food at moderate prices,23.66,65.065
6142,Auberge de la Roche,"10 route Nationale 23, Saint-Jean-de-Linières, 49070, France",Saint-Jean-de-Linières,24.0,55.0,EUR,Traditional Cuisine,-0.6579,47.45812,33241397221,https://guide.michelin.com/en/pays-de-la-loire/saint-jean-de-linires/restaurant/auberge-de-la-roche,http://www.auberge-de-la-roche.com/,Bib Gourmand,Good food at moderate prices,28.392000000000003,65.065
6143,Le Bac à Traille,"16 rue des Cévennes, Valence, 26000, France",Valence,35.0,50.0,EUR,Modern Cuisine,4.8865415,44.9325366,33475552413,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/le-bac-a-traille,https://www.lacachette-valence.fr/bistrot-bac-a-traille/,Bib Gourmand,Good food at moderate prices,41.405,59.150000000000006
6144,La Flèche d'Argent,"Hôtel Princesse Flore, 5 place Allard, Royat, 63130, France",Royat,25.0,79.0,EUR,Modern Cuisine,3.0558035,45.7674417,33473356363,https://guide.michelin.com/en/auvergne-rhone-alpes/royat/restaurant/la-fleche-d-argent,https://www.princesse-flore-hotel.com/,Bib Gourmand,Good food at moderate prices,29.575000000000003,93.45700000000001
6145,Le Carré de l'Ange,"Palais des Évêques, Saint-Lizier, 09190, France",Saint-Lizier,24.0,59.0,EUR,Modern Cuisine,1.1373639,43.0027665,33561656565,https://guide.michelin.com/en/occitanie/saint-lizier/restaurant/le-carre-de-l-ange,https://www.lecarredelange.com/,Bib Gourmand,Good food at moderate prices,28.392000000000003,69.797
