"","Award","Min_Price...","Max_Price..."
"1677","Bib Gourmand",45,45
"1678","Bib Gourmand",45,90
"1679","Bib Gourmand",45,65
"1680","Bib Gourmand",45,60
"1681","Bib Gourmand",45,55
"1682","Bib Gourmand",45,90
"1683","Bib Gourmand",45,45
"1684","Bib Gourmand",45,45
"1685","Bib Gourmand",45,45
"1686","Bib Gourmand",45,90
"1687","Bib Gourmand",45,90
"1688","Bib Gourmand",45,45
"1689","Bib Gourmand",45,50
"1690","Bib Gourmand",45,60
"1691","Bib Gourmand",45,45
"1692","Bib Gourmand",45,100
"1693","Bib Gourmand",45,75
"1694","1 MICHELIN Star",45,185
"1695","1 MICHELIN Star",45,90
"1696","1 MICHELIN Star",45,90
"1697","Bib Gourmand",45,50
"1698","Bib Gourmand",45,60
"1699","Bib Gourmand",45,45
"1700","Bib Gourmand",45,45
"1701","Bib Gourmand",45,75
"1702","Bib Gourmand",45,50
"1703","Bib Gourmand",45,45
"1704","Bib Gourmand",45,45
"1705","Bib Gourmand",45,45
"1706","Bib Gourmand",45,65
"1707","1 MICHELIN Star",45,105
"1708","Bib Gourmand",45,45
"1709","Bib Gourmand",45,45
"1710","Bib Gourmand",45,55
"1711","Bib Gourmand",45,45
"1712","Bib Gourmand",45,45
"1713","Bib Gourmand",45,80
"1714","Bib Gourmand",45,45
"1715","2 MICHELIN Stars",45,170
"1716","1 MICHELIN Star",45,155
"1717","1 MICHELIN Star",45,140
"1718","1 MICHELIN Star",45,150
"1719","1 MICHELIN Star",45,210
"1720","1 MICHELIN Star",45,155
"1721","1 MICHELIN Star",45,105
"1722","1 MICHELIN Star",45,135
"1723","1 MICHELIN Star",45,170
"1724","1 MICHELIN Star",45,125
"1725","1 MICHELIN Star",45,130
"1726","1 MICHELIN Star",45,175
"1727","1 MICHELIN Star",45,110
"1728","1 MICHELIN Star",45,155
"1729","1 MICHELIN Star",45,190
"1730","1 MICHELIN Star",45,135
"1731","1 MICHELIN Star",45,95
"1732","1 MICHELIN Star",45,175
"1733","1 MICHELIN Star",45,115
"1734","1 MICHELIN Star",45,140
"1735","1 MICHELIN Star",45,140
"1736","1 MICHELIN Star",45,155
"1737","1 MICHELIN Star",45,195
"1738","1 MICHELIN Star",45,120
"1739","1 MICHELIN Star",45,110
"1740","1 MICHELIN Star",45,110
"1741","1 MICHELIN Star",45,55
"1742","1 MICHELIN Star",45,115
"1743","1 MICHELIN Star",45,180
"1744","Bib Gourmand",45,100
"1745","Bib Gourmand",45,110
"1746","Bib Gourmand",45,75
"1747","Bib Gourmand",45,115
"1748","Bib Gourmand",45,65
"1749","Bib Gourmand",45,95
"1750","Bib Gourmand",45,60
"1751","Bib Gourmand",45,75
"1752","Bib Gourmand",45,85
"1753","Bib Gourmand",45,60
"1754","Bib Gourmand",45,75
"1755","Bib Gourmand",45,70
"1756","Bib Gourmand",45,100
"1757","Bib Gourmand",45,75
"1758","Bib Gourmand",45,75
"1759","Bib Gourmand",45,65
"1760","Bib Gourmand",45,75
"1761","Bib Gourmand",45,70
"1762","Bib Gourmand",45,75
"1763","Bib Gourmand",45,125
"1764","Bib Gourmand",45,155
"1765","Bib Gourmand",45,70
"1766","Bib Gourmand",45,75
"1767","Bib Gourmand",45,65
"1768","Bib Gourmand",45,95
"1769","Bib Gourmand",45,65
"1770","Bib Gourmand",45,60
"1771","Bib Gourmand",45,70
"1772","Bib Gourmand",45,55
"1773","Bib Gourmand",45,60
"1774","Bib Gourmand",45,65
"1775","Bib Gourmand",45,65
"1776","Bib Gourmand",45,55
"1777","Bib Gourmand",45,45
"1778","Bib Gourmand",45,50
"1779","Bib Gourmand",45,80
"1780","Bib Gourmand",45,90
"1781","Bib Gourmand",45,85
"1782","Bib Gourmand",45,70
"1783","Bib Gourmand",45,90
"1784","Bib Gourmand",45,90
"1785","Bib Gourmand",45,90
"1786","Bib Gourmand",45,95
"1787","Bib Gourmand",45,70
"1788","Bib Gourmand",45,85
"1789","Bib Gourmand",45,90
"1790","Bib Gourmand",45,70
"1791","Bib Gourmand",45,85
"1792","Bib Gourmand",45,75
"1793","Bib Gourmand",45,60
"1794","Bib Gourmand",45,85
"1795","Bib Gourmand",45,65
"1796","Bib Gourmand",45,110
"1797","Bib Gourmand",45,70
"1798","Bib Gourmand",45,155
"1799","Bib Gourmand",45,85
"1800","Bib Gourmand",45,85
"1801","Bib Gourmand",45,85
"1802","Bib Gourmand",45,110
"1803","Bib Gourmand",45,75
"1804","Bib Gourmand",45,115
"1805","Bib Gourmand",45,105
"1806","Bib Gourmand",45,75
"1807","Bib Gourmand",45,120
"1808","Bib Gourmand",45,85
"1809","Bib Gourmand",45,45
"1810","Bib Gourmand",45,80
"1811","Bib Gourmand",45,90
"1812","Bib Gourmand",45,90
"1813","Bib Gourmand",45,70
"1814","Bib Gourmand",45,95
"1815","Bib Gourmand",45,90
"1816","Bib Gourmand",45,115
"1817","Bib Gourmand",45,80
"1818","Bib Gourmand",45,70
"1819","Bib Gourmand",45,75
"1820","Bib Gourmand",45,70
"1821","Bib Gourmand",45,90
"1822","Bib Gourmand",45,95
"1823","Bib Gourmand",45,90
"1824","Bib Gourmand",45,75
"1825","Bib Gourmand",45,70
"1826","Bib Gourmand",45,65
"1827","Bib Gourmand",45,70
"1828","Bib Gourmand",45,110
"1829","Bib Gourmand",45,120
"1830","Bib Gourmand",45,45
"1831","Bib Gourmand",45,45
"1832","Bib Gourmand",45,90
"1833","Bib Gourmand",45,65
"1834","Bib Gourmand",45,60
"1835","Bib Gourmand",45,70
"1836","Bib Gourmand",45,60
"1837","Bib Gourmand",45,75
"1838","Bib Gourmand",45,130
"1839","Bib Gourmand",45,70
"1840","Bib Gourmand",45,100
"1841","Bib Gourmand",45,125
"1842","Bib Gourmand",45,90
"1843","Bib Gourmand",45,70
"1844","Bib Gourmand",45,105
"1845","Bib Gourmand",45,70
"1846","Bib Gourmand",45,85
"1847","Bib Gourmand",45,85
"1848","Bib Gourmand",45,70
"1849","Bib Gourmand",45,60
"1850","Bib Gourmand",45,65
"1851","Bib Gourmand",45,85
"1852","Bib Gourmand",45,120
"1853","Bib Gourmand",45,75
"1854","Bib Gourmand",45,85
"1855","Bib Gourmand",45,85
"1856","Bib Gourmand",45,80
"1857","Bib Gourmand",45,70
"1858","Bib Gourmand",45,70
"1859","Bib Gourmand",45,95
"1860","Bib Gourmand",45,75
"1861","Bib Gourmand",45,85
"1862","Bib Gourmand",45,110
"1863","Bib Gourmand",45,85
"1864","Bib Gourmand",45,90
"1865","Bib Gourmand",45,105
"1866","Bib Gourmand",45,100
"1867","Bib Gourmand",45,185
"1868","Bib Gourmand",45,85
"1869","Bib Gourmand",45,75
"1870","Bib Gourmand",45,75
"1871","Bib Gourmand",45,90
"1872","Bib Gourmand",45,85
"1873","Bib Gourmand",45,70
"1874","Bib Gourmand",45,90
"1875","Bib Gourmand",45,75
"1876","Bib Gourmand",45,45
"1877","1 MICHELIN Star",45,175
"1878","1 MICHELIN Star",45,115
"1879","1 MICHELIN Star",45,90
"1880","1 MICHELIN Star",45,160
"1881","1 MICHELIN Star",45,140
"1882","1 MICHELIN Star",45,210
"1883","1 MICHELIN Star",45,315
"1884","Bib Gourmand",45,45
"1885","Bib Gourmand",45,70
"1886","Bib Gourmand",45,65
"1887","1 MICHELIN Star",45,185
"1888","1 MICHELIN Star",45,155
"1889","1 MICHELIN Star",45,75
"1890","1 MICHELIN Star",45,75
"1891","1 MICHELIN Star",45,125
"1892","1 MICHELIN Star",45,155
"1893","1 MICHELIN Star",45,95
"1894","1 MICHELIN Star",45,150
"1895","1 MICHELIN Star",45,175
"1896","1 MICHELIN Star",45,155
"1897","1 MICHELIN Star",45,140
"1898","1 MICHELIN Star",45,65
"1899","1 MICHELIN Star",45,110
"1900","1 MICHELIN Star",45,130
"1901","1 MICHELIN Star",45,105
"1902","1 MICHELIN Star",45,105
"1903","1 MICHELIN Star",45,130
"1904","1 MICHELIN Star",45,150
"1905","1 MICHELIN Star",45,120
"1906","1 MICHELIN Star",45,135
"1907","1 MICHELIN Star",45,105
"1908","1 MICHELIN Star",45,100
"1909","1 MICHELIN Star",45,135
"1910","1 MICHELIN Star",45,110
"1911","Bib Gourmand",45,75
"1912","Bib Gourmand",45,70
"1913","Bib Gourmand",45,105
"1914","Bib Gourmand",45,70
"1915","Bib Gourmand",45,75
"1916","Bib Gourmand",45,65
"1917","Bib Gourmand",45,70
"1918","Bib Gourmand",45,115
"1919","Bib Gourmand",45,65
"1920","Bib Gourmand",45,65
"1921","Bib Gourmand",45,80
"1922","Bib Gourmand",45,85
"1923","Bib Gourmand",45,95
"1924","Bib Gourmand",45,45
"1925","Bib Gourmand",45,45
"1926","Bib Gourmand",45,45
"1927","Bib Gourmand",45,85
"1928","Bib Gourmand",45,45
"1929","Bib Gourmand",45,45
"1930","Bib Gourmand",45,55
"1931","Bib Gourmand",45,45
"1932","Bib Gourmand",45,45
"1933","Bib Gourmand",45,95
"1934","Bib Gourmand",45,70
"1935","Bib Gourmand",45,45
"1936","Bib Gourmand",45,60
"1937","Bib Gourmand",45,45
"1938","Bib Gourmand",45,45
"1939","Bib Gourmand",45,45
"1940","Bib Gourmand",45,55
"1941","Bib Gourmand",45,70
"1942","Bib Gourmand",45,95
"1943","Bib Gourmand",45,50
"1944","Bib Gourmand",45,45
"1945","Bib Gourmand",45,45
"1946","Bib Gourmand",45,70
"1947","Bib Gourmand",45,45
"1948","Bib Gourmand",45,45
"1949","Bib Gourmand",45,55
"1950","Bib Gourmand",45,85
"1951","Bib Gourmand",45,55
"1952","Bib Gourmand",45,45
"1953","Bib Gourmand",45,55
"1954","Bib Gourmand",45,60
"1955","Bib Gourmand",45,45
"1956","Bib Gourmand",45,45
"1957","Bib Gourmand",45,55
"1958","Bib Gourmand",45,45
"1959","Bib Gourmand",45,70
"1960","Bib Gourmand",45,45
"1961","Bib Gourmand",45,45
"1962","Bib Gourmand",45,95
"1963","Bib Gourmand",45,45
"1964","Bib Gourmand",45,45
"1965","Bib Gourmand",45,45
"1966","Bib Gourmand",45,70
"1967","Bib Gourmand",45,85
"1968","Bib Gourmand",45,95
"1969","Bib Gourmand",45,55
"1970","Bib Gourmand",45,70
"1971","Bib Gourmand",45,90
"1972","Bib Gourmand",45,45
"1973","Bib Gourmand",45,45
"1974","Bib Gourmand",50,115
"1975","Bib Gourmand",50,120
"1976","Bib Gourmand",50,90
"1977","Bib Gourmand",50,50
"1978","1 MICHELIN Star",50,160
"1979","Bib Gourmand",50,50
"1980","Bib Gourmand",50,50
"1981","1 MICHELIN Star",50,105
"1982","1 MICHELIN Star",50,90
"1983","1 MICHELIN Star",50,125
"1984","1 MICHELIN Star",50,100
"1985","1 MICHELIN Star",50,105
"1986","Bib Gourmand",50,50
"1987","Bib Gourmand",50,55
"1988","Bib Gourmand",50,55
"1989","Bib Gourmand",50,50
"1990","Bib Gourmand",50,50
"1991","Bib Gourmand",50,50
"1992","Bib Gourmand",50,50
"1993","Bib Gourmand",50,50
"1994","Bib Gourmand",50,50
"1995","Bib Gourmand",50,50
"1996","1 MICHELIN Star",50,105
"1997","1 MICHELIN Star",50,120
"1998","Bib Gourmand",50,70
"1999","Bib Gourmand",50,50
"2000","Bib Gourmand",50,90
"2001","Bib Gourmand",50,50
"2002","Bib Gourmand",50,60
"2003","Bib Gourmand",50,70
"2004","Bib Gourmand",50,55
"2005","1 MICHELIN Star",50,225
"2006","1 MICHELIN Star",50,170
"2007","Bib Gourmand",50,110
"2008","Bib Gourmand",50,85
"2009","Bib Gourmand",50,50
"2010","Bib Gourmand",50,55
"2011","1 MICHELIN Star",50,60
"2012","1 MICHELIN Star",50,295
"2013","1 MICHELIN Star",50,105
"2014","Bib Gourmand",50,50
"2015","Bib Gourmand",50,50
"2016","Bib Gourmand",50,50
"2017","Bib Gourmand",50,50
"2018","Bib Gourmand",50,55
"2019","1 MICHELIN Star",50,165
"2020","1 MICHELIN Star",50,125
"2021","1 MICHELIN Star",50,125
"2022","1 MICHELIN Star",50,150
"2023","1 MICHELIN Star",50,100
"2024","1 MICHELIN Star",50,60
"2025","1 MICHELIN Star",50,160
"2026","1 MICHELIN Star",50,120
"2027","1 MICHELIN Star",50,125
"2028","1 MICHELIN Star",50,130
"2029","1 MICHELIN Star",50,80
"2030","1 MICHELIN Star",50,100
"2031","1 MICHELIN Star",50,145
"2032","1 MICHELIN Star",50,215
"2033","1 MICHELIN Star",50,110
"2034","1 MICHELIN Star",50,130
"2035","1 MICHELIN Star",50,150
"2036","1 MICHELIN Star",50,125
"2037","1 MICHELIN Star",50,160
"2038","1 MICHELIN Star",50,115
"2039","1 MICHELIN Star",50,125
"2040","1 MICHELIN Star",50,110
"2041","1 MICHELIN Star",50,140
"2042","1 MICHELIN Star",50,110
"2043","Bib Gourmand",50,70
"2044","Bib Gourmand",50,50
"2045","Bib Gourmand",50,75
"2046","Bib Gourmand",50,60
"2047","Bib Gourmand",50,55
"2048","Bib Gourmand",50,75
"2049","Bib Gourmand",50,80
"2050","Bib Gourmand",50,80
"2051","Bib Gourmand",50,105
"2052","Bib Gourmand",50,80
"2053","Bib Gourmand",50,95
"2054","Bib Gourmand",50,50
"2055","Bib Gourmand",50,60
"2056","Bib Gourmand",50,50
"2057","Bib Gourmand",50,50
"2058","Bib Gourmand",50,50
"2059","Bib Gourmand",50,50
"2060","Bib Gourmand",50,50
"2061","Bib Gourmand",50,90
"2062","1 MICHELIN Star",50,50
"2063","1 MICHELIN Star",50,300
"2064","1 MICHELIN Star",50,50
"2065","1 MICHELIN Star",50,75
"2066","1 MICHELIN Star",50,50
"2067","1 MICHELIN Star",50,50
"2068","1 MICHELIN Star",50,50
"2069","Bib Gourmand",50,50
"2070","Bib Gourmand",50,50
"2071","Bib Gourmand",50,50
"2072","Bib Gourmand",50,50
"2073","Bib Gourmand",50,50
"2074","Bib Gourmand",50,50
"2075","Bib Gourmand",50,50
"2076","Bib Gourmand",50,50
"2077","Bib Gourmand",50,50
"2078","Bib Gourmand",50,50
"2079","Bib Gourmand",50,50
"2080","Bib Gourmand",50,50
"2081","Bib Gourmand",50,50
"2082","Bib Gourmand",50,50
"2083","Bib Gourmand",50,50
"2084","Bib Gourmand",50,50
"2085","Bib Gourmand",50,50
"2086","Bib Gourmand",50,50
"2087","Bib Gourmand",50,50
"2088","Bib Gourmand",50,50
"2089","Bib Gourmand",50,50
"2090","Bib Gourmand",50,50
"2091","Bib Gourmand",50,50
"2092","Bib Gourmand",50,50
"2093","Bib Gourmand",50,50
"2094","Bib Gourmand",50,50
"2095","Bib Gourmand",50,55
"2096","Bib Gourmand",50,50
"2097","Bib Gourmand",50,60
"2098","Bib Gourmand",50,50
"2099","Bib Gourmand",50,75
"2100","Bib Gourmand",50,50
"2101","Bib Gourmand",50,50
"2102","Bib Gourmand",50,60
"2103","Bib Gourmand",50,50
"2104","Bib Gourmand",50,50
"2105","Bib Gourmand",50,50
"2106","Bib Gourmand",50,50
"2107","Bib Gourmand",50,50
"2108","Bib Gourmand",50,50
"2109","Bib Gourmand",50,50
"2110","Bib Gourmand",50,50
"2111","Bib Gourmand",50,50
"2112","Bib Gourmand",50,50
"2113","Bib Gourmand",50,50
"2114","Bib Gourmand",50,50
"2115","Bib Gourmand",50,50
"2116","Bib Gourmand",50,50
"2117","Bib Gourmand",50,50
"2118","Bib Gourmand",50,50
"2119","Bib Gourmand",50,50
"2120","Bib Gourmand",50,50
"2121","Bib Gourmand",50,55
"2122","Bib Gourmand",50,50
"2123","Bib Gourmand",50,50
"2124","Bib Gourmand",50,50
"2125","Bib Gourmand",50,50
"2126","Bib Gourmand",50,50
"2127","Bib Gourmand",50,50
"2128","Bib Gourmand",50,50
"2129","Bib Gourmand",50,50
"2130","Bib Gourmand",50,50
"2131","Bib Gourmand",50,50
"2132","Bib Gourmand",50,50
"2133","Bib Gourmand",50,50
"2134","Bib Gourmand",50,50
"2135","Bib Gourmand",50,50
"2136","Bib Gourmand",50,50
"2137","Bib Gourmand",50,50
"2138","Bib Gourmand",50,50
"2139","Bib Gourmand",50,50
"2140","Bib Gourmand",50,50
"2141","Bib Gourmand",50,50
"2142","Bib Gourmand",50,50
"2143","Bib Gourmand",50,55
"2144","Bib Gourmand",50,50
"2145","Bib Gourmand",50,50
"2146","Bib Gourmand",50,50
"2147","Bib Gourmand",50,50
"2148","Bib Gourmand",50,50
"2149","Bib Gourmand",50,50
"2150","Bib Gourmand",50,50
"2151","Bib Gourmand",50,50
"2152","Bib Gourmand",50,50
"2153","Bib Gourmand",50,50
"2154","Bib Gourmand",50,50
"2155","Bib Gourmand",50,50
"2156","Bib Gourmand",50,50
"2157","Bib Gourmand",50,50
"2158","Bib Gourmand",50,50
"2159","Bib Gourmand",50,50
"2160","Bib Gourmand",50,50
"2161","Bib Gourmand",50,50
"2162","Bib Gourmand",50,50
"2163","Bib Gourmand",50,55
"2164","Bib Gourmand",50,50
"2165","Bib Gourmand",50,50
"2166","Bib Gourmand",50,50
"2167","Bib Gourmand",50,50
"2168","Bib Gourmand",50,50
"2169","Bib Gourmand",50,50
"2170","Bib Gourmand",50,50
"2171","Bib Gourmand",50,50
"2172","Bib Gourmand",50,50
"2173","Bib Gourmand",50,50
"2174","Bib Gourmand",50,50
"2175","Bib Gourmand",50,50
"2176","Bib Gourmand",50,70
"2177","Bib Gourmand",50,65
"2178","Bib Gourmand",50,50
"2179","Bib Gourmand",50,50
"2180","Bib Gourmand",50,60
"2181","Bib Gourmand",50,50
"2182","Bib Gourmand",50,50
"2183","Bib Gourmand",50,50
"2184","Bib Gourmand",50,50
"2185","Bib Gourmand",50,50
"2186","Bib Gourmand",50,50
"2187","Bib Gourmand",50,50
"2188","Bib Gourmand",50,85
"2189","Bib Gourmand",50,50
"2190","Bib Gourmand",50,50
"2191","Bib Gourmand",50,50
"2192","Bib Gourmand",50,50
"2193","Bib Gourmand",50,50
"2194","Bib Gourmand",50,50
"2195","Bib Gourmand",50,50
"2196","Bib Gourmand",50,50
"2197","Bib Gourmand",50,50
"2198","Bib Gourmand",50,65
"2199","Bib Gourmand",50,50
"2200","Bib Gourmand",50,50
"2201","Bib Gourmand",50,55
"2202","Bib Gourmand",50,50
"2203","Bib Gourmand",50,50
"2204","Bib Gourmand",50,50
"2205","Bib Gourmand",50,50
"2206","Bib Gourmand",50,50
"2207","Bib Gourmand",50,50
"2208","Bib Gourmand",50,50
"2209","Bib Gourmand",50,50
"2210","Bib Gourmand",50,50
"2211","Bib Gourmand",50,50
"2212","Bib Gourmand",50,50
"2213","Bib Gourmand",50,50
"2214","Bib Gourmand",50,50
"2215","Bib Gourmand",50,50
"2216","Bib Gourmand",50,75
"2217","Bib Gourmand",50,50
"2218","1 MICHELIN Star",50,145
"2219","1 MICHELIN Star",50,115
"2220","1 MICHELIN Star",50,90
"2221","1 MICHELIN Star",50,135
"2222","Bib Gourmand",50,85
"2223","Bib Gourmand",50,95
"2224","Bib Gourmand",50,75
"2225","Bib Gourmand",50,50
"2226","Bib Gourmand",50,80
"2227","Bib Gourmand",50,70
"2228","Bib Gourmand",50,50
"2229","Bib Gourmand",50,50
"2230","Bib Gourmand",50,50
"2231","Bib Gourmand",50,90
"2232","Bib Gourmand",50,130
"2233","Bib Gourmand",50,110
"2234","Bib Gourmand",50,50
"2235","Bib Gourmand",50,50
"2236","Bib Gourmand",50,50
"2237","Bib Gourmand",50,95
"2238","Bib Gourmand",50,105
"2239","Bib Gourmand",50,100
"2240","1 MICHELIN Star",50,155
"2241","1 MICHELIN Star",50,210
"2242","1 MICHELIN Star",50,85
"2243","1 MICHELIN Star",50,130
"2244","Bib Gourmand",50,70
"2245","Bib Gourmand",50,75
"2246","Bib Gourmand",50,75
"2247","Bib Gourmand",50,75
"2248","Bib Gourmand",50,75
"2249","Bib Gourmand",50,70
"2250","Bib Gourmand",50,70
"2251","Bib Gourmand",50,70
"2252","Bib Gourmand",50,75
"2253","Bib Gourmand",50,75
"2254","Bib Gourmand",50,70
"2255","Bib Gourmand",50,75
"2256","1 MICHELIN Star",50,215
"2257","Bib Gourmand",50,120
"2258","Bib Gourmand",50,115
"2259","Bib Gourmand",50,110
"2260","1 MICHELIN Star",50,195
"2261","1 MICHELIN Star",50,105
"2262","Bib Gourmand",50,50
"2263","Bib Gourmand",50,50
"2264","Bib Gourmand",50,50
"2265","Bib Gourmand",50,50
"2266","Bib Gourmand",50,80
"2267","Bib Gourmand",50,50
"2268","Bib Gourmand",50,50
"2269","1 MICHELIN Star",50,110
"2270","1 MICHELIN Star",50,125
"2271","1 MICHELIN Star",50,125
"2272","1 MICHELIN Star",50,125
"2273","1 MICHELIN Star",50,130
"2274","Bib Gourmand",50,65
"2275","Bib Gourmand",50,85
"2276","Bib Gourmand",50,65
"2277","Bib Gourmand",50,100
"2278","Bib Gourmand",50,85
"2279","Bib Gourmand",50,50
"2280","Bib Gourmand",50,50
"2281","Bib Gourmand",50,50
"2282","Bib Gourmand",50,50
"2283","Bib Gourmand",50,50
"2284","1 MICHELIN Star",50,190
"2285","Bib Gourmand",50,50
"2286","Bib Gourmand",50,50
"2287","Bib Gourmand",50,50
"2288","Bib Gourmand",50,75
"2289","Bib Gourmand",50,60
"2290","1 MICHELIN Star",55,130
"2291","1 MICHELIN Star",55,130
"2292","1 MICHELIN Star",55,145
"2293","Bib Gourmand",55,130
"2294","Bib Gourmand",55,115
"2295","Bib Gourmand",55,145
"2296","Bib Gourmand",55,110
"2297","Bib Gourmand",55,150
"2298","Bib Gourmand",55,95
"2299","1 MICHELIN Star",55,180
"2300","2 MICHELIN Stars",55,215
"2301","1 MICHELIN Star",55,190
"2302","1 MICHELIN Star",55,135
"2303","1 MICHELIN Star",55,85
"2304","1 MICHELIN Star",55,150
"2305","1 MICHELIN Star",55,165
"2306","1 MICHELIN Star",55,75
"2307","1 MICHELIN Star",55,150
"2308","1 MICHELIN Star",55,90
"2309","1 MICHELIN Star",55,105
"2310","1 MICHELIN Star",55,95
"2311","1 MICHELIN Star",55,105
"2312","1 MICHELIN Star",55,90
"2313","1 MICHELIN Star",55,130
"2314","1 MICHELIN Star",55,160
"2315","1 MICHELIN Star",55,75
"2316","1 MICHELIN Star",55,105
"2317","1 MICHELIN Star",55,75
"2318","1 MICHELIN Star",55,135
"2319","1 MICHELIN Star",55,130
"2320","1 MICHELIN Star",55,95
"2321","1 MICHELIN Star",55,175
"2322","1 MICHELIN Star",55,100
"2323","1 MICHELIN Star",55,105
"2324","1 MICHELIN Star",55,130
"2325","1 MICHELIN Star",55,175
"2326","1 MICHELIN Star",55,105
"2327","1 MICHELIN Star",55,120
"2328","1 MICHELIN Star",55,150
"2329","1 MICHELIN Star",55,85
"2330","1 MICHELIN Star",55,135
"2331","1 MICHELIN Star",55,110
"2332","1 MICHELIN Star",55,165
"2333","1 MICHELIN Star",55,150
"2334","1 MICHELIN Star",55,70
"2335","1 MICHELIN Star",55,155
"2336","1 MICHELIN Star",55,125
"2337","1 MICHELIN Star",55,175
"2338","1 MICHELIN Star",55,160
"2339","1 MICHELIN Star",55,100
"2340","1 MICHELIN Star",55,135
"2341","1 MICHELIN Star",55,105
"2342","1 MICHELIN Star",55,200
"2343","1 MICHELIN Star",55,175
"2344","1 MICHELIN Star",55,130
"2345","1 MICHELIN Star",55,100
"2346","1 MICHELIN Star",55,185
"2347","1 MICHELIN Star",55,150
"2348","1 MICHELIN Star",55,190
"2349","1 MICHELIN Star",55,135
"2350","1 MICHELIN Star",55,105
"2351","1 MICHELIN Star",55,150
"2352","1 MICHELIN Star",55,155
"2353","1 MICHELIN Star",55,130
"2354","1 MICHELIN Star",55,95
"2355","1 MICHELIN Star",55,120
"2356","1 MICHELIN Star",55,110
"2357","1 MICHELIN Star",55,125
"2358","1 MICHELIN Star",55,120
"2359","1 MICHELIN Star",55,140
"2360","1 MICHELIN Star",55,150
"2361","1 MICHELIN Star",55,145
"2362","1 MICHELIN Star",55,160
"2363","1 MICHELIN Star",55,145
"2364","1 MICHELIN Star",55,130
"2365","1 MICHELIN Star",55,150
"2366","1 MICHELIN Star",55,140
"2367","Bib Gourmand",55,65
"2368","Bib Gourmand",55,115
"2369","Bib Gourmand",55,90
"2370","Bib Gourmand",55,85
"2371","Bib Gourmand",55,90
"2372","Bib Gourmand",55,75
"2373","Bib Gourmand",55,55
"2374","Bib Gourmand",55,90
"2375","Bib Gourmand",55,55
"2376","Bib Gourmand",55,55
"2377","Bib Gourmand",55,55
"2378","Bib Gourmand",55,90
"2379","Bib Gourmand",55,55
"2380","Bib Gourmand",55,55
"2381","Bib Gourmand",55,55
"2382","Bib Gourmand",55,70
"2383","Bib Gourmand",55,55
"2384","Bib Gourmand",55,60
"2385","Bib Gourmand",55,55
"2386","Bib Gourmand",55,55
"2387","Bib Gourmand",55,55
"2388","Bib Gourmand",55,55
"2389","Bib Gourmand",55,55
"2390","Bib Gourmand",55,55
"2391","Bib Gourmand",55,55
"2392","Bib Gourmand",55,55
"2393","Bib Gourmand",55,55
"2394","Bib Gourmand",55,55
"2395","Bib Gourmand",55,55
"2396","Bib Gourmand",55,55
"2397","Bib Gourmand",55,55
"2398","Bib Gourmand",55,55
"2399","Bib Gourmand",55,55
"2400","Bib Gourmand",55,55
"2401","Bib Gourmand",55,55
"2402","Bib Gourmand",55,55
"2403","Bib Gourmand",55,65
"2404","Bib Gourmand",55,55
"2405","Bib Gourmand",55,55
"2406","Bib Gourmand",55,55
"2407","Bib Gourmand",55,55
"2408","Bib Gourmand",55,55
"2409","Bib Gourmand",55,55
"2410","Bib Gourmand",55,55
"2411","Bib Gourmand",55,55
"2412","Bib Gourmand",55,55
"2413","Bib Gourmand",55,55
"2414","Bib Gourmand",55,55
"2415","Bib Gourmand",55,55
"2416","Bib Gourmand",55,55
"2417","Bib Gourmand",55,55
"2418","Bib Gourmand",55,55
"2419","Bib Gourmand",55,75
"2420","Bib Gourmand",55,65
"2421","Bib Gourmand",55,55
"2422","Bib Gourmand",55,55
"2423","Bib Gourmand",55,55
"2424","Bib Gourmand",55,55
"2425","Bib Gourmand",55,55
"2426","Bib Gourmand",55,120
"2427","Bib Gourmand",55,55
"2428","Bib Gourmand",55,75
"2429","Bib Gourmand",55,55
"2430","Bib Gourmand",55,170
"2431","Bib Gourmand",55,80
"2432","Bib Gourmand",55,85
"2433","1 MICHELIN Star",55,135
"2434","1 MICHELIN Star",55,115
"2435","Bib Gourmand",55,55
"2436","1 MICHELIN Star",55,210
"2437","1 MICHELIN Star",55,175
"2438","1 MICHELIN Star",55,150
"2439","Bib Gourmand",55,55
"2440","Bib Gourmand",55,75
"2441","Bib Gourmand",55,115
"2442","1 MICHELIN Star",55,140
"2443","1 MICHELIN Star",55,225
"2444","1 MICHELIN Star",55,160
"2445","1 MICHELIN Star",55,140
"2446","1 MICHELIN Star",55,105
"2447","Bib Gourmand",55,70
"2448","Bib Gourmand",55,65
"2449","Bib Gourmand",55,85
"2450","Bib Gourmand",55,110
"2451","Bib Gourmand",55,75
"2452","Bib Gourmand",55,75
"2453","Bib Gourmand",55,55
"2454","Bib Gourmand",55,55
"2455","Bib Gourmand",55,55
"2456","Bib Gourmand",55,65
"2457","Bib Gourmand",55,55
"2458","1 MICHELIN Star",55,80
"2459","1 MICHELIN Star",55,80
"2460","1 MICHELIN Star",55,165
"2461","1 MICHELIN Star",55,145
"2462","1 MICHELIN Star",55,90
"2463","1 MICHELIN Star",55,70
"2464","Bib Gourmand",55,55
"2465","Bib Gourmand",55,55
"2466","Bib Gourmand",55,55
"2467","Bib Gourmand",55,55
"2468","Bib Gourmand",55,55
"2469","Bib Gourmand",55,55
"2470","Bib Gourmand",55,55
"2471","Bib Gourmand",55,55
"2472","Bib Gourmand",55,55
"2473","Bib Gourmand",55,80
