"","Award","Min_Price...","Max_Price..."
"865","1 MICHELIN Star",35,145
"866","1 MICHELIN Star",35,90
"867","Bib Gourmand",35,60
"868","Bib Gourmand",35,90
"869","Bib Gourmand",35,60
"870","Bib Gourmand",35,90
"871","Bib Gourmand",35,70
"872","Bib Gourmand",35,90
"873","Bib Gourmand",35,90
"874","Bib Gourmand",35,135
"875","Bib Gourmand",35,55
"876","Bib Gourmand",35,80
"877","Bib Gourmand",35,60
"878","Bib Gourmand",35,75
"879","Bib Gourmand",35,50
"880","Bib Gourmand",35,55
"881","Bib Gourmand",35,45
"882","Bib Gourmand",35,45
"883","Bib Gourmand",35,65
"884","Bib Gourmand",35,95
"885","Bib Gourmand",35,120
"886","Bib Gourmand",35,50
"887","Bib Gourmand",35,100
"888","Bib Gourmand",35,50
"889","Bib Gourmand",35,60
"890","Bib Gourmand",35,100
"891","Bib Gourmand",35,65
"892","Bib Gourmand",35,60
"893","Bib Gourmand",35,75
"894","Bib Gourmand",35,90
"895","Bib Gourmand",35,105
"896","Bib Gourmand",35,70
"897","Bib Gourmand",35,75
"898","Bib Gourmand",35,60
"899","1 MICHELIN Star",35,85
"900","Bib Gourmand",35,65
"901","Bib Gourmand",35,55
"902","Bib Gourmand",35,65
"903","Bib Gourmand",35,60
"904","Bib Gourmand",35,70
"905","1 MICHELIN Star",35,95
"906","Bib Gourmand",35,130
"907","Bib Gourmand",35,105
"908","Bib Gourmand",35,40
"909","Bib Gourmand",35,70
"910","Bib Gourmand",35,35
"911","Bib Gourmand",35,45
"912","Bib Gourmand",35,45
"913","Bib Gourmand",35,60
"914","Bib Gourmand",35,40
"915","1 MICHELIN Star",35,135
"916","1 MICHELIN Star",35,160
"917","1 MICHELIN Star",35,150
"918","1 MICHELIN Star",35,115
"919","1 MICHELIN Star",35,100
"920","1 MICHELIN Star",35,140
"921","1 MICHELIN Star",35,150
"922","1 MICHELIN Star",35,150
"923","1 MICHELIN Star",35,125
"924","1 MICHELIN Star",35,225
"925","1 MICHELIN Star",35,105
"926","1 MICHELIN Star",35,95
"927","1 MICHELIN Star",35,120
"928","1 MICHELIN Star",35,115
"929","1 MICHELIN Star",35,100
"930","1 MICHELIN Star",35,115
"931","1 MICHELIN Star",35,90
"932","1 MICHELIN Star",35,90
"933","Bib Gourmand",35,75
"934","Bib Gourmand",35,100
"935","Bib Gourmand",35,60
"936","Bib Gourmand",35,50
"937","Bib Gourmand",35,65
"938","Bib Gourmand",35,80
"939","Bib Gourmand",35,75
"940","Bib Gourmand",35,110
"941","Bib Gourmand",35,55
"942","Bib Gourmand",35,45
"943","Bib Gourmand",35,70
"944","Bib Gourmand",35,65
"945","Bib Gourmand",35,55
"946","Bib Gourmand",35,50
"947","Bib Gourmand",35,50
"948","Bib Gourmand",35,60
"949","Bib Gourmand",35,55
"950","Bib Gourmand",35,70
"951","Bib Gourmand",35,45
"952","Bib Gourmand",35,60
"953","Bib Gourmand",35,55
"954","Bib Gourmand",35,60
"955","Bib Gourmand",35,60
"956","Bib Gourmand",35,60
"957","Bib Gourmand",35,75
"958","Bib Gourmand",35,40
"959","Bib Gourmand",35,65
"960","Bib Gourmand",35,55
"961","Bib Gourmand",35,55
"962","Bib Gourmand",35,65
"963","Bib Gourmand",35,60
"964","Bib Gourmand",35,85
"965","Bib Gourmand",35,35
"966","Bib Gourmand",35,70
"967","Bib Gourmand",35,45
"968","Bib Gourmand",35,60
"969","Bib Gourmand",35,90
"970","Bib Gourmand",35,70
"971","Bib Gourmand",35,70
"972","Bib Gourmand",35,60
"973","Bib Gourmand",35,65
"974","Bib Gourmand",35,85
"975","Bib Gourmand",35,70
"976","Bib Gourmand",35,95
"977","Bib Gourmand",35,60
"978","Bib Gourmand",35,50
"979","Bib Gourmand",35,50
"980","Bib Gourmand",35,90
"981","Bib Gourmand",35,55
"982","Bib Gourmand",35,35
"983","Bib Gourmand",35,45
"984","Bib Gourmand",35,55
"985","Bib Gourmand",35,130
"986","Bib Gourmand",35,65
"987","Bib Gourmand",35,55
"988","Bib Gourmand",35,85
"989","Bib Gourmand",35,90
"990","Bib Gourmand",35,90
"991","Bib Gourmand",35,100
"992","Bib Gourmand",35,75
"993","Bib Gourmand",35,45
"994","Bib Gourmand",35,65
"995","Bib Gourmand",35,40
"996","Bib Gourmand",35,70
"997","Bib Gourmand",35,85
"998","Bib Gourmand",35,90
"999","Bib Gourmand",35,85
"1000","Bib Gourmand",35,75
"1001","Bib Gourmand",35,70
"1002","Bib Gourmand",35,60
"1003","Bib Gourmand",35,65
"1004","Bib Gourmand",35,55
"1005","Bib Gourmand",35,35
"1006","1 MICHELIN Star",35,75
"1007","2 MICHELIN Stars",35,325
"1008","1 MICHELIN Star",35,95
"1009","Bib Gourmand",35,35
"1010","Bib Gourmand",35,35
"1011","Bib Gourmand",35,35
"1012","Bib Gourmand",35,50
"1013","Bib Gourmand",35,35
"1014","Bib Gourmand",35,35
"1015","Bib Gourmand",35,70
"1016","Bib Gourmand",35,85
"1017","Bib Gourmand",35,85
"1018","1 MICHELIN Star",35,85
"1019","Bib Gourmand",35,35
"1020","Bib Gourmand",35,35
"1021","1 MICHELIN Star",35,95
"1022","2 MICHELIN Stars",35,85
"1023","1 MICHELIN Star",35,85
"1024","Bib Gourmand",35,75
"1025","Bib Gourmand",35,70
"1026","Bib Gourmand",35,60
"1027","Bib Gourmand",35,100
"1028","Bib Gourmand",35,100
"1029","Bib Gourmand",35,100
"1030","Bib Gourmand",35,65
"1031","Bib Gourmand",35,75
"1032","Bib Gourmand",35,45
"1033","1 MICHELIN Star",35,145
"1034","1 MICHELIN Star",35,120
"1035","Bib Gourmand",35,100
"1036","Bib Gourmand",35,125
"1037","Bib Gourmand",35,105
"1038","1 MICHELIN Star",35,70
"1039","1 MICHELIN Star",40,130
"1040","1 MICHELIN Star",40,95
"1041","1 MICHELIN Star",40,125
"1042","Bib Gourmand",40,80
"1043","Bib Gourmand",40,55
"1044","Bib Gourmand",40,65
"1045","Bib Gourmand",40,85
"1046","Bib Gourmand",40,65
"1047","Bib Gourmand",40,95
"1048","Bib Gourmand",40,75
"1049","Bib Gourmand",40,90
"1050","Bib Gourmand",40,40
"1051","Bib Gourmand",40,75
"1052","Bib Gourmand",40,40
"1053","Bib Gourmand",40,55
"1054","Bib Gourmand",40,60
"1055","Bib Gourmand",40,55
"1056","Bib Gourmand",40,65
"1057","Bib Gourmand",40,60
"1058","Bib Gourmand",40,40
"1059","Bib Gourmand",40,45
"1060","Bib Gourmand",40,55
"1061","Bib Gourmand",40,55
"1062","Bib Gourmand",40,65
"1063","Bib Gourmand",40,75
"1064","Bib Gourmand",40,100
"1065","Bib Gourmand",40,75
"1066","Bib Gourmand",40,70
"1067","Bib Gourmand",40,105
"1068","Bib Gourmand",40,55
"1069","Bib Gourmand",40,110
"1070","Bib Gourmand",40,55
"1071","Bib Gourmand",40,75
"1072","Bib Gourmand",40,65
"1073","Bib Gourmand",40,65
"1074","Bib Gourmand",40,70
"1075","Bib Gourmand",40,40
"1076","Bib Gourmand",40,80
"1077","Bib Gourmand",40,45
"1078","Bib Gourmand",40,55
"1079","Bib Gourmand",40,65
"1080","Bib Gourmand",40,65
"1081","Bib Gourmand",40,50
"1082","Bib Gourmand",40,60
"1083","Bib Gourmand",40,50
"1084","Bib Gourmand",40,40
"1085","Bib Gourmand",40,50
"1086","Bib Gourmand",40,40
"1087","Bib Gourmand",40,60
"1088","Bib Gourmand",40,65
"1089","Bib Gourmand",40,40
"1090","Bib Gourmand",40,50
"1091","Bib Gourmand",40,65
"1092","Bib Gourmand",40,110
"1093","Bib Gourmand",40,55
"1094","Bib Gourmand",40,60
"1095","Bib Gourmand",40,140
"1096","1 MICHELIN Star",40,85
"1097","Bib Gourmand",40,40
"1098","Bib Gourmand",40,50
"1099","Bib Gourmand",40,40
"1100","Bib Gourmand",40,40
"1101","Bib Gourmand",40,40
"1102","Bib Gourmand",40,40
"1103","Bib Gourmand",40,140
"1104","Bib Gourmand",40,105
"1105","1 MICHELIN Star",40,135
"1106","1 MICHELIN Star",40,65
"1107","1 MICHELIN Star",40,375
"1108","1 MICHELIN Star",40,70
"1109","Bib Gourmand",40,60
"1110","Bib Gourmand",40,70
"1111","Bib Gourmand",40,60
"1112","Bib Gourmand",40,75
"1113","Bib Gourmand",40,90
"1114","Bib Gourmand",40,55
"1115","Bib Gourmand",40,55
"1116","Bib Gourmand",40,95
"1117","Bib Gourmand",40,50
"1118","Bib Gourmand",40,60
"1119","Bib Gourmand",40,90
"1120","2 MICHELIN Stars",40,155
"1121","1 MICHELIN Star",40,120
"1122","Bib Gourmand",40,45
"1123","Bib Gourmand",40,40
"1124","1 MICHELIN Star",40,190
"1125","1 MICHELIN Star",40,140
"1126","1 MICHELIN Star",40,105
"1127","1 MICHELIN Star",40,90
"1128","Bib Gourmand",40,90
"1129","Bib Gourmand",40,65
"1130","Bib Gourmand",40,75
"1131","Bib Gourmand",40,65
"1132","Bib Gourmand",40,55
"1133","Bib Gourmand",40,65
"1134","Bib Gourmand",40,65
"1135","Bib Gourmand",40,90
"1136","Bib Gourmand",40,55
"1137","Bib Gourmand",40,105
"1138","Bib Gourmand",40,40
"1139","Bib Gourmand",40,60
"1140","Bib Gourmand",40,70
"1141","Bib Gourmand",40,75
"1142","Bib Gourmand",40,40
"1143","Bib Gourmand",40,100
"1144","Bib Gourmand",40,105
"1145","Bib Gourmand",40,95
"1146","Bib Gourmand",40,60
"1147","Bib Gourmand",40,100
"1148","Bib Gourmand",40,70
"1149","Bib Gourmand",40,75
"1150","Bib Gourmand",40,70
"1151","Bib Gourmand",40,45
"1152","Bib Gourmand",40,90
"1153","Bib Gourmand",40,80
"1154","Bib Gourmand",40,110
"1155","Bib Gourmand",40,55
"1156","Bib Gourmand",40,80
"1157","Bib Gourmand",40,60
"1158","Bib Gourmand",40,70
"1159","Bib Gourmand",40,60
"1160","Bib Gourmand",40,65
"1161","Bib Gourmand",40,55
"1162","Bib Gourmand",40,90
"1163","Bib Gourmand",40,125
"1164","Bib Gourmand",40,95
"1165","Bib Gourmand",40,65
"1166","Bib Gourmand",40,80
"1167","Bib Gourmand",40,95
"1168","Bib Gourmand",40,65
"1169","1 MICHELIN Star",40,135
"1170","Bib Gourmand",40,40
"1171","Bib Gourmand",40,130
"1172","Bib Gourmand",40,105
"1173","Bib Gourmand",40,125
"1174","Bib Gourmand",40,55
"1175","Bib Gourmand",40,60
"1176","Bib Gourmand",40,50
"1177","1 MICHELIN Star",40,75
"1178","1 MICHELIN Star",40,115
"1179","1 MICHELIN Star",40,125
"1180","1 MICHELIN Star",40,90
"1181","1 MICHELIN Star",40,105
"1182","1 MICHELIN Star",40,230
"1183","Bib Gourmand",40,40
"1184","Bib Gourmand",40,40
"1185","Bib Gourmand",40,40
"1186","Bib Gourmand",40,50
"1187","Bib Gourmand",40,50
"1188","Bib Gourmand",40,50
"1189","Bib Gourmand",40,40
"1190","Bib Gourmand",40,40
"1191","Bib Gourmand",40,60
"1192","Bib Gourmand",40,40
"1193","Bib Gourmand",40,40
"1194","Bib Gourmand",40,50
"1195","Bib Gourmand",40,55
"1196","Bib Gourmand",40,40
"1197","Bib Gourmand",40,40
"1198","Bib Gourmand",40,40
"1199","Bib Gourmand",40,55
"1200","Bib Gourmand",40,40
"1201","Bib Gourmand",40,45
"1202","1 MICHELIN Star",40,150
"1203","1 MICHELIN Star",40,110
"1204","1 MICHELIN Star",40,85
"1205","1 MICHELIN Star",40,95
"1206","1 MICHELIN Star",40,110
"1207","1 MICHELIN Star",40,140
"1208","1 MICHELIN Star",40,90
"1209","1 MICHELIN Star",40,120
"1210","1 MICHELIN Star",40,120
"1211","1 MICHELIN Star",40,90
"1212","1 MICHELIN Star",40,140
"1213","1 MICHELIN Star",40,105
"1214","Bib Gourmand",40,115
"1215","Bib Gourmand",40,75
"1216","Bib Gourmand",40,80
"1217","Bib Gourmand",40,60
"1218","Bib Gourmand",40,70
"1219","Bib Gourmand",40,65
"1220","Bib Gourmand",40,80
"1221","Bib Gourmand",40,50
"1222","Bib Gourmand",40,45
"1223","Bib Gourmand",40,65
"1224","Bib Gourmand",40,75
"1225","Bib Gourmand",40,85
"1226","Bib Gourmand",40,40
"1227","Bib Gourmand",40,40
"1228","Bib Gourmand",40,95
"1229","Bib Gourmand",40,85
"1230","Bib Gourmand",40,80
"1231","Bib Gourmand",40,85
"1232","Bib Gourmand",40,105
"1233","Bib Gourmand",40,75
"1234","Bib Gourmand",40,80
"1235","Bib Gourmand",40,80
"1236","Bib Gourmand",40,85
"1237","Bib Gourmand",40,50
"1238","Bib Gourmand",40,75
"1239","Bib Gourmand",40,40
"1240","Bib Gourmand",40,70
"1241","Bib Gourmand",40,75
"1242","Bib Gourmand",40,65
"1243","Bib Gourmand",40,90
"1244","Bib Gourmand",40,65
"1245","Bib Gourmand",40,70
"1246","Bib Gourmand",40,75
"1247","Bib Gourmand",40,75
"1248","Bib Gourmand",40,80
"1249","Bib Gourmand",40,85
"1250","Bib Gourmand",40,65
"1251","Bib Gourmand",40,40
"1252","Bib Gourmand",40,110
"1253","Bib Gourmand",40,85
"1254","Bib Gourmand",40,65
"1255","Bib Gourmand",40,110
"1256","Bib Gourmand",40,60
"1257","Bib Gourmand",40,65
"1258","Bib Gourmand",40,40
"1259","Bib Gourmand",40,65
"1260","Bib Gourmand",40,85
"1261","Bib Gourmand",40,70
"1262","Bib Gourmand",40,90
"1263","Bib Gourmand",40,65
"1264","Bib Gourmand",40,55
"1265","Bib Gourmand",40,140
"1266","Bib Gourmand",40,70
"1267","Bib Gourmand",40,45
"1268","Bib Gourmand",40,70
"1269","Bib Gourmand",40,90
"1270","Bib Gourmand",40,50
"1271","Bib Gourmand",40,65
"1272","Bib Gourmand",40,105
"1273","Bib Gourmand",40,105
"1274","Bib Gourmand",40,95
"1275","Bib Gourmand",40,95
"1276","Bib Gourmand",40,40
"1277","Bib Gourmand",40,75
"1278","Bib Gourmand",40,40
"1279","1 MICHELIN Star",40,115
"1280","1 MICHELIN Star",40,80
"1281","1 MICHELIN Star",40,115
"1282","1 MICHELIN Star",40,125
"1283","Bib Gourmand",40,40
"1284","Bib Gourmand",40,40
"1285","Bib Gourmand",40,40
"1286","Bib Gourmand",40,45
"1287","Bib Gourmand",40,60
"1288","Bib Gourmand",40,40
"1289","Bib Gourmand",40,115
"1290","Bib Gourmand",40,170
"1291","Bib Gourmand",40,110
"1292","Bib Gourmand",40,40
"1293","1 MICHELIN Star",40,155
"1294","1 MICHELIN Star",40,75
"1295","1 MICHELIN Star",40,75
"1296","1 MICHELIN Star",40,95
"1297","1 MICHELIN Star",40,155
"1298","1 MICHELIN Star",40,100
"1299","1 MICHELIN Star",40,170
"1300","1 MICHELIN Star",40,110
"1301","1 MICHELIN Star",40,135
"1302","1 MICHELIN Star",40,130
"1303","1 MICHELIN Star",40,125
"1304","1 MICHELIN Star",40,215
"1305","1 MICHELIN Star",40,110
"1306","1 MICHELIN Star",40,130
"1307","1 MICHELIN Star",40,165
"1308","1 MICHELIN Star",40,115
"1309","1 MICHELIN Star",40,110
"1310","1 MICHELIN Star",40,110
"1311","1 MICHELIN Star",40,90
"1312","1 MICHELIN Star",40,130
"1313","1 MICHELIN Star",40,115
"1314","1 MICHELIN Star",40,95
"1315","1 MICHELIN Star",40,95
"1316","1 MICHELIN Star",40,130
"1317","1 MICHELIN Star",40,130
"1318","1 MICHELIN Star",40,90
"1319","1 MICHELIN Star",40,130
"1320","1 MICHELIN Star",40,125
"1321","1 MICHELIN Star",40,100
"1322","Bib Gourmand",40,85
"1323","Bib Gourmand",40,70
"1324","Bib Gourmand",40,75
"1325","Bib Gourmand",40,65
"1326","Bib Gourmand",40,65
"1327","Bib Gourmand",40,90
"1328","Bib Gourmand",40,70
"1329","Bib Gourmand",40,55
"1330","Bib Gourmand",40,60
"1331","Bib Gourmand",40,55
"1332","Bib Gourmand",40,115
"1333","Bib Gourmand",40,60
"1334","Bib Gourmand",40,70
"1335","Bib Gourmand",40,80
"1336","Bib Gourmand",40,70
"1337","Bib Gourmand",40,75
"1338","Bib Gourmand",40,40
"1339","Bib Gourmand",40,40
"1340","Bib Gourmand",40,40
"1341","Bib Gourmand",40,55
"1342","Bib Gourmand",40,55
"1343","Bib Gourmand",40,105
"1344","Bib Gourmand",40,60
"1345","Bib Gourmand",40,65
"1346","Bib Gourmand",40,60
"1347","Bib Gourmand",40,55
"1348","Bib Gourmand",40,105
"1349","Bib Gourmand",40,80
"1350","Bib Gourmand",40,70
"1351","Bib Gourmand",40,55
"1352","Bib Gourmand",40,55
"1353","Bib Gourmand",40,40
"1354","Bib Gourmand",40,40
"1355","Bib Gourmand",40,65
"1356","Bib Gourmand",40,55
"1357","Bib Gourmand",40,40
"1358","Bib Gourmand",40,40
"1359","Bib Gourmand",40,50
"1360","Bib Gourmand",40,55
"1361","Bib Gourmand",40,45
"1362","Bib Gourmand",40,60
"1363","Bib Gourmand",40,40
"1364","Bib Gourmand",40,70
"1365","Bib Gourmand",40,55
"1366","Bib Gourmand",40,60
"1367","Bib Gourmand",40,65
"1368","Bib Gourmand",40,50
"1369","Bib Gourmand",40,45
"1370","Bib Gourmand",40,45
"1371","Bib Gourmand",40,60
"1372","Bib Gourmand",40,55
"1373","Bib Gourmand",40,60
"1374","Bib Gourmand",40,40
"1375","Bib Gourmand",40,55
"1376","Bib Gourmand",40,60
"1377","Bib Gourmand",40,40
"1378","Bib Gourmand",40,65
"1379","Bib Gourmand",40,70
"1380","Bib Gourmand",40,40
"1381","Bib Gourmand",40,70
"1382","Bib Gourmand",40,60
"1383","Bib Gourmand",40,70
"1384","Bib Gourmand",40,70
"1385","Bib Gourmand",40,105
"1386","Bib Gourmand",40,55
"1387","Bib Gourmand",40,40
"1388","Bib Gourmand",40,45
"1389","Bib Gourmand",40,70
"1390","Bib Gourmand",40,60
"1391","Bib Gourmand",40,90
"1392","Bib Gourmand",40,85
"1393","Bib Gourmand",40,75
"1394","Bib Gourmand",40,80
"1395","Bib Gourmand",40,60
"1396","Bib Gourmand",40,55
"1397","Bib Gourmand",40,90
"1398","Bib Gourmand",40,60
"1399","Bib Gourmand",40,75
"1400","Bib Gourmand",40,40
"1401","Bib Gourmand",40,70
"1402","Bib Gourmand",40,45
"1403","Bib Gourmand",40,105
"1404","Bib Gourmand",40,85
"1405","Bib Gourmand",40,55
"1406","Bib Gourmand",40,75
"1407","Bib Gourmand",40,40
"1408","Bib Gourmand",40,90
"1409","Bib Gourmand",40,65
"1410","Bib Gourmand",40,70
"1411","Bib Gourmand",40,60
"1412","Bib Gourmand",40,100
"1413","Bib Gourmand",40,80
"1414","Bib Gourmand",40,40
"1415","Bib Gourmand",40,40
"1416","Bib Gourmand",40,95
"1417","Bib Gourmand",40,80
"1418","Bib Gourmand",40,60
"1419","Bib Gourmand",40,70
"1420","Bib Gourmand",40,50
"1421","Bib Gourmand",40,75
"1422","Bib Gourmand",40,85
"1423","Bib Gourmand",40,85
"1424","Bib Gourmand",40,60
"1425","Bib Gourmand",40,95
"1426","Bib Gourmand",40,85
"1427","Bib Gourmand",40,75
"1428","Bib Gourmand",40,85
"1429","Bib Gourmand",40,100
"1430","Bib Gourmand",40,115
"1431","Bib Gourmand",40,50
"1432","Bib Gourmand",40,40
"1433","Bib Gourmand",40,140
"1434","Bib Gourmand",40,85
"1435","Bib Gourmand",40,70
"1436","Bib Gourmand",40,50
"1437","Bib Gourmand",40,65
"1438","Bib Gourmand",40,70
"1439","Bib Gourmand",40,95
"1440","Bib Gourmand",40,95
"1441","Bib Gourmand",40,55
"1442","Bib Gourmand",40,60
"1443","Bib Gourmand",40,60
"1444","Bib Gourmand",40,60
"1445","Bib Gourmand",40,75
"1446","Bib Gourmand",40,55
"1447","Bib Gourmand",40,100
"1448","Bib Gourmand",40,75
"1449","Bib Gourmand",40,65
"1450","Bib Gourmand",40,70
"1451","Bib Gourmand",40,90
"1452","Bib Gourmand",40,130
"1453","Bib Gourmand",40,55
"1454","Bib Gourmand",40,60
"1455","Bib Gourmand",40,45
"1456","Bib Gourmand",40,65
"1457","Bib Gourmand",40,70
"1458","Bib Gourmand",40,75
"1459","Bib Gourmand",40,75
"1460","Bib Gourmand",40,70
"1461","Bib Gourmand",40,70
"1462","Bib Gourmand",40,75
"1463","Bib Gourmand",40,40
"1464","Bib Gourmand",40,70
"1465","Bib Gourmand",40,75
"1466","Bib Gourmand",40,60
"1467","Bib Gourmand",40,55
"1468","Bib Gourmand",40,95
"1469","Bib Gourmand",40,90
"1470","Bib Gourmand",40,75
"1471","Bib Gourmand",40,85
"1472","Bib Gourmand",40,55
"1473","Bib Gourmand",40,130
"1474","Bib Gourmand",40,85
"1475","Bib Gourmand",40,50
"1476","Bib Gourmand",40,85
"1477","Bib Gourmand",40,75
"1478","Bib Gourmand",40,70
"1479","Bib Gourmand",40,120
"1480","Bib Gourmand",40,90
"1481","1 MICHELIN Star",40,140
"1482","1 MICHELIN Star",40,85
"1483","Bib Gourmand",40,40
"1484","Bib Gourmand",40,40
"1485","Bib Gourmand",40,40
"1486","Bib Gourmand",40,40
"1487","Bib Gourmand",40,65
"1488","1 MICHELIN Star",40,130
"1489","1 MICHELIN Star",40,150
"1490","Bib Gourmand",40,55
"1491","Bib Gourmand",40,110
"1492","1 MICHELIN Star",40,110
"1493","1 MICHELIN Star",40,170
"1494","1 MICHELIN Star",40,160
"1495","1 MICHELIN Star",40,130
"1496","1 MICHELIN Star",40,130
"1497","1 MICHELIN Star",40,210
"1498","Bib Gourmand",40,60
"1499","Bib Gourmand",40,60
"1500","Bib Gourmand",40,70
"1501","Bib Gourmand",40,70
"1502","Bib Gourmand",40,50
"1503","Bib Gourmand",40,70
"1504","Bib Gourmand",40,70
"1505","Bib Gourmand",40,70
"1506","Bib Gourmand",40,70
"1507","Bib Gourmand",40,70
"1508","Bib Gourmand",40,80
"1509","Bib Gourmand",40,70
"1510","Bib Gourmand",40,70
"1511","Bib Gourmand",40,40
"1512","Bib Gourmand",40,60
"1513","1 MICHELIN Star",45,130
"1514","1 MICHELIN Star",45,190
"1515","1 MICHELIN Star",45,140
"1516","1 MICHELIN Star",45,175
"1517","1 MICHELIN Star",45,95
"1518","1 MICHELIN Star",45,130
"1519","1 MICHELIN Star",45,100
"1520","1 MICHELIN Star",45,110
"1521","1 MICHELIN Star",45,140
"1522","1 MICHELIN Star",45,110
"1523","1 MICHELIN Star",45,135
"1524","1 MICHELIN Star",45,155
"1525","1 MICHELIN Star",45,130
"1526","Bib Gourmand",45,70
"1527","Bib Gourmand",45,90
"1528","Bib Gourmand",45,70
"1529","Bib Gourmand",45,70
"1530","Bib Gourmand",45,60
"1531","Bib Gourmand",45,80
"1532","Bib Gourmand",45,75
"1533","Bib Gourmand",45,65
"1534","Bib Gourmand",45,55
"1535","Bib Gourmand",45,55
"1536","Bib Gourmand",45,65
"1537","Bib Gourmand",45,70
"1538","Bib Gourmand",45,55
"1539","Bib Gourmand",45,55
"1540","Bib Gourmand",45,45
"1541","Bib Gourmand",45,55
"1542","Bib Gourmand",45,70
"1543","Bib Gourmand",45,70
"1544","Bib Gourmand",45,85
"1545","Bib Gourmand",45,105
"1546","Bib Gourmand",45,45
"1547","1 MICHELIN Star",45,155
"1548","1 MICHELIN Star",45,105
"1549","1 MICHELIN Star",45,115
"1550","1 MICHELIN Star",45,105
"1551","1 MICHELIN Star",45,110
"1552","1 MICHELIN Star",45,150
"1553","1 MICHELIN Star",45,110
"1554","1 MICHELIN Star",45,105
"1555","Bib Gourmand",45,65
"1556","Bib Gourmand",45,75
"1557","Bib Gourmand",45,70
"1558","Bib Gourmand",45,65
"1559","Bib Gourmand",45,80
"1560","Bib Gourmand",45,100
"1561","Bib Gourmand",45,95
"1562","Bib Gourmand",45,105
"1563","Bib Gourmand",45,65
"1564","Bib Gourmand",45,80
"1565","Bib Gourmand",45,45
"1566","Bib Gourmand",45,50
"1567","Bib Gourmand",45,65
"1568","Bib Gourmand",45,80
"1569","Bib Gourmand",45,55
"1570","Bib Gourmand",45,115
"1571","Bib Gourmand",45,75
"1572","Bib Gourmand",45,75
"1573","Bib Gourmand",45,100
"1574","Bib Gourmand",45,90
"1575","Bib Gourmand",45,65
"1576","Bib Gourmand",45,75
"1577","Bib Gourmand",45,100
"1578","Bib Gourmand",45,55
"1579","Bib Gourmand",45,45
"1580","Bib Gourmand",45,65
"1581","Bib Gourmand",45,45
"1582","Bib Gourmand",45,45
"1583","Bib Gourmand",45,85
"1584","Bib Gourmand",45,80
"1585","Bib Gourmand",45,90
"1586","Bib Gourmand",45,55
"1587","Bib Gourmand",45,115
"1588","Bib Gourmand",45,100
"1589","Bib Gourmand",45,70
"1590","Bib Gourmand",45,75
"1591","Bib Gourmand",45,85
"1592","Bib Gourmand",45,75
"1593","Bib Gourmand",45,80
"1594","Bib Gourmand",45,45
"1595","Bib Gourmand",45,100
"1596","Bib Gourmand",45,100
"1597","Bib Gourmand",45,105
"1598","Bib Gourmand",45,45
"1599","Bib Gourmand",45,95
"1600","Bib Gourmand",45,55
"1601","Bib Gourmand",45,75
"1602","Bib Gourmand",45,115
"1603","Bib Gourmand",45,60
"1604","Bib Gourmand",45,75
"1605","1 MICHELIN Star",45,150
"1606","Bib Gourmand",45,45
"1607","Bib Gourmand",45,45
"1608","Bib Gourmand",45,45
"1609","Bib Gourmand",45,45
"1610","Bib Gourmand",45,45
"1611","Bib Gourmand",45,50
"1612","Bib Gourmand",45,45
"1613","Bib Gourmand",45,45
"1614","Bib Gourmand",45,45
"1615","Bib Gourmand",45,45
"1616","Bib Gourmand",45,45
"1617","Bib Gourmand",45,45
"1618","Bib Gourmand",45,45
"1619","Bib Gourmand",45,45
"1620","Bib Gourmand",45,45
"1621","Bib Gourmand",45,45
"1622","Bib Gourmand",45,45
"1623","Bib Gourmand",45,45
"1624","Bib Gourmand",45,45
"1625","Bib Gourmand",45,60
"1626","Bib Gourmand",45,100
"1627","Bib Gourmand",45,125
"1628","1 MICHELIN Star",45,140
"1629","1 MICHELIN Star",45,160
"1630","1 MICHELIN Star",45,150
"1631","1 MICHELIN Star",45,140
"1632","1 MICHELIN Star",45,95
"1633","1 MICHELIN Star",45,125
"1634","1 MICHELIN Star",45,95
"1635","1 MICHELIN Star",45,130
"1636","1 MICHELIN Star",45,115
"1637","1 MICHELIN Star",45,140
"1638","1 MICHELIN Star",45,120
"1639","1 MICHELIN Star",45,130
"1640","1 MICHELIN Star",45,115
"1641","1 MICHELIN Star",45,150
"1642","1 MICHELIN Star",45,135
"1643","1 MICHELIN Star",45,140
"1644","1 MICHELIN Star",45,90
"1645","1 MICHELIN Star",45,110
"1646","Bib Gourmand",45,65
"1647","Bib Gourmand",45,105
"1648","Bib Gourmand",45,75
"1649","Bib Gourmand",45,85
"1650","Bib Gourmand",45,80
"1651","Bib Gourmand",45,65
"1652","Bib Gourmand",45,100
"1653","Bib Gourmand",45,80
"1654","Bib Gourmand",45,75
"1655","Bib Gourmand",45,50
"1656","Bib Gourmand",45,90
"1657","Bib Gourmand",45,110
"1658","Bib Gourmand",45,60
"1659","Bib Gourmand",45,70
"1660","Bib Gourmand",45,55
"1661","Bib Gourmand",45,45
"1662","Bib Gourmand",45,50
"1663","Bib Gourmand",45,85
"1664","Bib Gourmand",45,50
"1665","Bib Gourmand",45,70
"1666","Bib Gourmand",45,65
"1667","Bib Gourmand",45,45
"1668","Bib Gourmand",45,45
"1669","Bib Gourmand",45,60
"1670","Bib Gourmand",45,45
"1671","Bib Gourmand",45,65
"1672","Bib Gourmand",45,105
"1673","Bib Gourmand",45,90
"1674","Bib Gourmand",45,75
"1675","Bib Gourmand",45,95
"1676","Bib Gourmand",45,75
